name,url,real_name,occupation,gender,height,weight,number_of_appearances,first_apperance_year,universe,place_of_birth,movie_appearances
Jackson Norriss,/wiki/Jackson_Norriss_(Earth-199999),Jackson Norriss,,Male,,,1,2014.0,Earth-199999,,
Jacob Fury,/wiki/Jacob_Fury_(Earth-8096),Jacob Fury,Terrorist,Male,,,1,2012.0,Earth-8096,,
Jacques Dernier,/wiki/Jacques_Dernier_(Earth-199999),Jacques Dernier,"Howling Commando, Soldier",Male,,,6,2011.0,Earth-199999,France,
Jaime Ortiz,/wiki/Jaime_Ortiz_(Earth-58732),Jaime Ortiz,"Criminal, Drugdealer",Male,,,1,2004.0,Earth-58732,,
Jake Schist,/wiki/Jake_Schist_(Earth-58460),Jake Schist,Criminal,Male,,,2,2004.0,Earth-58460,,1.0
Jakob Lehnsherr,/wiki/Jakob_Lehnsherr_(Earth-10005),Jakob Lehnsherr,,Male,,,2,2000.0,Earth-10005,,2.0
Jakob Nystrom,/wiki/Jakob_Nystrom_(Earth-199999),Jakob Nystrom,Leader of  Norse Paganist Hate Group,Male,,,1,2013.0,Earth-199999,,
"James Braddock, Jr.","/wiki/James_Braddock,_Jr._(Earth-10005)","James ""Jamie"" Braddock Jr.",,Male,,,1,,Earth-10005,,1.0
James Buchanan Barnes,/wiki/James_Buchanan_Barnes_(Earth-199999),"James Buchanan ""Bucky"" Barnes","Assassin, formerly Sergeant in the United States Army",Male,,,19,2011.0,Earth-199999,"Brooklyn, New York, USA",1.0
James Buchanan Barnes,/wiki/James_Buchanan_Barnes_(Earth-8096),"James Buchanan ""Bucky"" Barnes",Adventurer,Male,,,12,2010.0,Earth-8096,,
James Darnell,/wiki/James_Darnell_(Earth-199999),James Darnell,Criminal; former Engineer,Male,,,1,2008.0,Earth-199999,,
James Darnell,/wiki/James_Darnell_(Earth-8096),James Darnell,Criminal,Male,,,2,2010.0,Earth-8096,,
James Howlett,/wiki/James_Howlett_(Earth-8096),James Howlett,"Adventurer, team leader",Male,1.7526,88.45044,30,2009.0,Earth-8096,Canada,1.0
James Howlett,/wiki/James_Howlett_(Earth-TRN414),James Howlett,"History teacher, adventurer; former soldier, bodyguard",Male,1.8796,,2,2014.0,Earth-TRN414,Alberta,3.0
James Madrox,/wiki/James_Madrox_(Earth-8096),James Madrox,,Male,,,1,2009.0,Earth-8096,,
James Madrox,/wiki/James_Madrox_(Earth-10005),James Madrox,"Terrorist, prisoner, criminal, formerly fugitive, bank-robber, student",Male,,,2,2006.0,Earth-10005,Los Alamos,1.0
James Montgomery Falsworth,/wiki/James_Montgomery_Falsworth_(Earth-199999),Lord James Montgomery Falsworth,Lieutenant  British Army,Male,,,7,2011.0,Earth-199999,,
James O'Hoolihan,/wiki/James_O'Hoolihan_(Earth-121698),James O'Hoolihan,Doorman,Male,,,1,2005.0,Earth-121698,,
James Paxton,/wiki/James_Paxton_(Earth-199999),James Paxton,Police Detective,Male,,,1,2015.0,Earth-199999,,1.0
James Proudstar,/wiki/James_Proudstar_(Earth-10005),James Proudstar,Freedom fighter,Male,,,1,2014.0,Earth-10005,,1.0
James Rhodes,/wiki/James_Rhodes_(Earth-199673),James Rhodes,,Male,,,1,2007.0,Earth-199673,,1.0
James Rhodes,/wiki/James_Rhodes_(Earth-199999),James Rhodes,"Adventurer, military officer",Male,,,28,2008.0,Earth-199999,United States of America,3.0
James Rhodes,/wiki/James_Rhodes_(Earth-8096),"James ""Jim"" Rhodes",Soldier,Male,1.8288,77.11064,7,2010.0,Earth-8096,,
James Russoti,/wiki/James_Russoti_(Earth-TRN011),James Russoti,Criminal,Male,,,1,2008.0,Earth-TRN011,,1.0
James Taylor James,/wiki/James_Taylor_James_(Earth-199999),James Taylor James [1],Former demolitions expert,Male,,,7,2016.0,Earth-199999,,
James Wesley,/wiki/James_Wesley_(Earth-199999),James Wesley,Criminal retainer,Male,,,9,2015.0,Earth-199999,,
James Wilson,/wiki/James_Wilson_(Earth-199999),James Wilson,Student,Male,,,1,2008.0,Earth-199999,,1.0
James Woo,/wiki/James_Woo_(Earth-8096),James Woo,,Male,,,6,2010.0,Earth-8096,,
Jane Foster,/wiki/Jane_Foster_(Earth-199999),Jane Foster,"Particle Physicist, Postdoctoral Researcher in Astrophysics at  Culver University",Female,1.6002,49.89512,9,2011.0,Earth-199999,,1.0
Jane Foster,/wiki/Jane_Foster_(Earth-8096),Jane Foster,EMT,Female,1.6764,54.43104,7,2010.0,Earth-8096,,
Janet van Dyne,/wiki/Janet_van_Dyne_(Earth-199999),Janet van Dyne,Adventurer,Female,,,1,2015.0,Earth-199999,,1.0
Janet van Dyne,/wiki/Janet_van_Dyne_(Earth-8096),Janet van Dyne,Adventurer,Female,1.6764,54.43104,55,2010.0,Earth-8096,,
Janice Robbins,/wiki/Janice_Robbins_(Earth-199999),Janice Robbins ( name legally changed  from Rebecca Stevens),Art teacher; former S.H.I.E.L.D. agent,Female,,,1,2014.0,Earth-199999,,
Janos Quested,/wiki/Janos_Quested_(Earth-10005),Janos Quested,"Terrorist, Assassin",Male,,,2,2011.0,Earth-10005,,1.0
Jared Nomak,/wiki/Jared_Nomak_(Earth-26320),Jared Nomak,Vampire,Male,,,1,,Earth-26320,Prague,
Jarko Grimwood,/wiki/Jarko_Grimwood_(Earth-26320),Jarko Grimwood,Vampire,Male,,,1,2004.0,Earth-26320,,
Jason Stryker,/wiki/Jason_Stryker_(Earth-TRN414),Jason Stryker,,Male,,,1,2014.0,Earth-TRN414,,1.0
Jason Stryker,/wiki/Jason_Stryker_(Earth-10005),Jason Stryker,Former student,Male,,,4,2003.0,Earth-10005,,1.0
Jason Wilkes,/wiki/Jason_Wilkes_(Earth-199999),Jason Wilkes,Scientist,Male,,,10,2016.0,Earth-199999,,
Jasper Daniels,/wiki/Jasper_Daniels_(Earth-8096),Jasper Daniels,Thug,Male,,,1,2012.0,Earth-8096,,
Jasper Sitwell,/wiki/Jasper_Sitwell_(Earth-199999),Jasper Sitwell,"S.H.I.E.L.D. operative, double agent for Hydra",Male,1.7526,,13,2010.0,Earth-199999,Norfolk,1.0
Jasper Sitwell,/wiki/Jasper_Sitwell_(Earth-8096),Jasper Sitwell,,Male,,,2,2011.0,Earth-8096,,
Jean DeWolfe,/wiki/Jean_DeWolfe_(Earth-96283),Jean DeWolfe,Police Officer,Female,,,1,2007.0,Earth-96283,,
Jean Grey,/wiki/Jean_Grey_(Earth-10005),Jean Grey,"Doctor, teacher, adventurer",Female,1.8288,,10,2000.0,Earth-10005,Annandale on Hudson,4.0
Jean Grey,/wiki/Jean_Grey_(Earth-8096),Jean Grey,Student,Female,,,7,2009.0,Earth-8096,,
Jean Grey,/wiki/Jean_Grey_(Earth-TRN414),Jean Grey,"Teacher, adventurer",Female,1.8288,,2,2014.0,Earth-TRN414,Annandale on Hudson,1.0
Jeffrey Mace,/wiki/Jeffrey_Mace_(Earth-199999),Jeffrey Mace,S.H.I.E.L.D. Director,Male,,,15,2016.0,Earth-199999,,
Jemma Simmons,/wiki/Jemma_Simmons_(Earth-199999),Jemma Anne Simmons,Scientist specialist field agent,Female,1.6256,,87,2013.0,Earth-199999,Sheffield,
Jennifer Fisher,/wiki/Jennifer_Fisher_(Earth-199999),Jennifer Fisher,,Femle,,,1,2015.0,Earth-199999,,
Jennifer Walters,/wiki/Jennifer_Walters_(Earth-8096),Jennifer Walters,"Adventurer, Lawyer",Female,2.0066,,1,2013.0,Earth-8096,,
Jeremy Garrett,/wiki/Jeremy_Garrett_(Earth-TRN414),Jeremy Garrett,Pizza delivery man,Male,,,1,2016.0,Earth-TRN414,,1.0
Jerome Beechman,/wiki/Jerome_Beechman_(Earth-8096),Jerome Beechman,Criminal,Male,,,5,2010.0,Earth-8096,,
Jerome Zandow,/wiki/Jerome_Zandow_(Earth-199999),Jerome Zandow,Former circus strongman,Male,,,1,2015.0,Earth-199999,,
Jeryn Hogarth,/wiki/Jeryn_Hogarth_(Earth-199999),Jeryn Hogarth,Lawyer,Female,,,14,2015.0,Earth-199999,,
Jessica Jones,/wiki/Jessica_Jones_(Earth-199999),Jessica Jones,Private detective,Female,1.7526,,14,2015.0,Earth-199999,,
Jiaying,/wiki/Jiaying_(Earth-199999),Jiaying,Sanctuary leader,Female,,,9,2014.0,Earth-199999,,
Jim Corley,/wiki/Jim_Corley_(Earth-58460),Jim Corley,County sheriff,Male,,,4,2004.0,Earth-58460,,1.0
Jim Lee,/wiki/Jim_Lee_(Earth-700029),Jim Lee,,Male,,,1,1996.0,Earth-700029,,1.0
Jim Morita,/wiki/Jim_Morita_(Earth-199999),Jim Morita,Soldier,Male,,,8,2011.0,Earth-199999,Fresno,
Jimmy Grimm,/wiki/Jimmy_Grimm_(Earth-TRN554),Jimmy Grimm,,Male,,,1,2015.0,Earth-TRN554,,1.0
Jimmy McKenzie,/wiki/Jimmy_McKenzie_(Earth-199999),Jimmy McKenzie,,Male,,,2,2014.0,Earth-199999,,
Jião'ào Zhànshì,/wiki/Jião'ào_Zhànshì_(Earth-199999),Jião'ào Zhànshì,Bandit,Male,,,1,2016.0,Earth-199999,,
Joan,/wiki/Joan_(Earth-58732),Joan  (last name unknown),Waitress,Female,,,4,2004.0,Earth-58732,,1.0
Jocasta,/wiki/Jocasta_(Earth-8096),Jocasta,,Female,,,1,2012.0,Earth-8096,,
Joe Toro,/wiki/Joe_Toro_(Earth-58732),Joe Toro,,Male,,,2,2004.0,Earth-58732,,1.0
Johann Fennhoff,/wiki/Johann_Fennhoff_(Earth-199999),Johann Fennhoff,Psychologist,Male,1.8034,,5,2015.0,Earth-199999,,
Johann Schmidt,/wiki/Johann_Schmidt_(Earth-199999),Johann Schmidt,Terrorist,Male,,,11,2011.0,Earth-199999,,
Johann Shmidt,/wiki/Johann_Shmidt_(Earth-8096),Johann Shmidt,Secretary of Defense of the United States; terrorist,Male,,,8,2010.0,Earth-8096,,
John Allerdyce,/wiki/John_Allerdyce_(Earth-10005),John Allerdyce,"Adventurer, terrorist",Male,,,5,2000.0,Earth-10005,,2.0
John Anderson,/wiki/John_Anderson_(Earth-199999),John Anderson,,Male,,,1,2017.0,Earth-199999,,
John Bruno,/wiki/John_Bruno_(Earth-199999),John Bruno,Government assassin,Male,,,1,2015.0,Earth-199999,,
John Donnelly,/wiki/John_Donnelly_(Earth-199999),John Donnelly,,Male,,,1,2015.0,Earth-199999,,
John F. Kennedy,/wiki/John_F._Kennedy_(Earth-10005),John Fitzgerald Kennedy,"President of the United States , Politician",Male,1.8288,,2,2011.0,Earth-10005,,2.0
John Flynn,/wiki/John_Flynn_(Earth-199999),John Flynn,"Captain, Strategic Scientific Reserve",Male,,,1,2013.0,Earth-199999,,
John Garrett,/wiki/John_Garrett_(Earth-199999),John Garrett,"Soldier, Hydra agent, formerly S.H.I.E.L.D. agent",Male,,,10,2014.0,Earth-199999,,
John Grey,/wiki/John_Grey_(Earth-10005),John Grey,,Male,,,1,2006.0,Earth-10005,,
John Grey,/wiki/John_Grey_(Earth-8096),John Grey,,Male,,,2,2009.0,Earth-8096,,
John Healy,/wiki/John_Healy_(Earth-199999),John Healy,Assassin,Male,,,1,2015.0,Earth-199999,,
John Horton,/wiki/John_Horton_(Earth-8096),John Horton,Supervillain,Male,,,2,2010.0,Earth-8096,,
John Howlett,/wiki/John_Howlett_(Earth-10005),John Howlett,,Male,,,1,2009.0,Earth-10005,,1.0
John Jonah Jameson,/wiki/John_Jonah_Jameson_(Earth-96283),John Jonah Jameson,Publisher of the Daily Bugle,Male,,,13,2002.0,Earth-96283,America,3.0
John Jonah Jameson,/wiki/John_Jonah_Jameson_(Earth-8096),John Jonah Jameson,Publisher and CEO of The Daily Bugle,Male,,,1,2012.0,Earth-8096,,
John Jonah Jameson,/wiki/John_Jonah_Jameson_(Earth-120703),John Jonah Jameson,publisher editor,Male,,,1,2014.0,Earth-120703,,1.0
John Jonah Jameson,/wiki/John_Jonah_Jameson_(Earth-730911),John Jonah Jameson,Media magnate; Chairman of the Board of Directors of the Bond Museum.,Male,,,13,1977.0,Earth-730911,,1.0
John Jonah Jameson III,/wiki/John_Jonah_Jameson_III_(Earth-96283),John Jonah Jameson III,Astronaut,Male,,,4,2004.0,Earth-96283,America,1.0
John Lopez,/wiki/John_Lopez_(Earth-8096),John Lopez,,Male,,,1,2009.0,Earth-8096,,
John Saint,/wiki/John_Saint_(Earth-58732),John Saint,Criminal,Male,,,5,2004.0,Earth-58732,,1.0
John Wraith,/wiki/John_Wraith_(Earth-10005),John Wraith,"Mercenary, gym trainer",Male,1.7526,,2,2009.0,Earth-10005,,1.0
Johnathon Blaze,/wiki/Johnathon_Blaze_(Earth-199999),"Johnathon ""Johnny"" Blaze",,Male,,,1,2016.0,Earth-199999,,
Jonathan Juniper,/wiki/Jonathan_Juniper_(Earth-199999),Jonathan Juniper,Soldier,Male,,,1,2015.0,Earth-199999,,
Jonathan Murdock,/wiki/Jonathan_Murdock_(Earth-199999),Jonathan Murdock,Boxer,Male,,74.389088,2,2015.0,Earth-199999,,
Jonathan Pangborn,/wiki/Jonathan_Pangborn_(Earth-199999),Jonathan Pangborn,Factory worker,Male,,,2,2016.0,Earth-199999,,1.0
Jonathan Storm,/wiki/Jonathan_Storm_(Earth-8096),Johnny Storm,Superhero,Male,,,6,2011.0,Earth-8096,,
Jonathan Storm,/wiki/Jonathan_Storm_(Earth-TRN554),"Jonathan ""Johnny"" Storm","Scientist, adventurer",Male,,,1,2015.0,Earth-TRN554,,1.0
Jonathan Storm,/wiki/Jonathan_Storm_(Earth-121698),Jonathan Storm,,Male,1.8288,,6,2005.0,Earth-121698,,1.0
Jones,/wiki/Jones_(Earth-10005),Jones,Student,Male,,,2,2003.0,Earth-10005,,1.0
Jose Gutierrez,/wiki/Jose_Gutierrez_(Earth-199999),Jose Gutierrez,Agent-in-training; formerly construction foreman,Male,,,6,2015.0,Earth-199999,,
Joseph Manfredi,/wiki/Joseph_Manfredi_(Earth-199999),Joseph Manfredi,Gangster,Male,,,5,2016.0,Earth-199999,,
Joseph Robertson,/wiki/Joseph_Robertson_(Earth-730911),Joseph Robertson,Assistant editor,Male,,,1,1977.0,Earth-730911,,1.0
Joseph Robertson,/wiki/Joseph_Robertson_(Earth-8096),Joseph Robertson,,Male,,,1,2012.0,Earth-8096,,
Joseph Robertson,/wiki/Joseph_Robertson_(Earth-96283),"Joseph ""Robbie"" Robertson",Daily Bugle Editor,Male,,,9,2002.0,Earth-96283,,3.0
Joseph Rogers,/wiki/Joseph_Rogers_(Earth-199999),Joseph Rogers,,Male,,,1,2011.0,Earth-199999,,
Joseph Samuel Greller,/wiki/Joseph_Samuel_Greller_(Earth-199999),Joseph Samuel Greller,"General, United States Army",Male,,,1,2008.0,Earth-199999,,1.0
Josie,/wiki/Josie_(Earth-199999),Josie (full name unknown),,Female,,,9,2015.0,Earth-199999,,
Jubilation Lee,/wiki/Jubilation_Lee_(Earth-700029),Jubilation Lee,Student,Female,,,1,1996.0,Earth-700029,,1.0
Jubilation Lee,/wiki/Jubilation_Lee_(Earth-10005),Jubilation Lee,Student,Female,,,4,2000.0,Earth-10005,,2.0
Jubilee,/wiki/Jubilee_(Earth-TRN414),,Student,Female,,,1,2016.0,Earth-TRN414,,
Judy Tyler,/wiki/Judy_Tyler_(Earth-730911),Judy Tyler,,Female,,,1,1977.0,Earth-730911,,1.0
Julie Masters,/wiki/Julie_Masters_(Earth-730911),Julie Masters,Photographer,Female,,,7,1978.0,Earth-730911,,
Julie Power,/wiki/Julie_Power_(Earth-635972),Julie Power,,Female,,,1,1991.0,Earth-635972,,1.0
Julien Beckers,/wiki/Julien_Beckers_(Earth-199999),Julien Beckers,Belgian foreign minister,Male,,,1,2014.0,Earth-199999,,
Juliette D'Angelo,/wiki/Juliette_D'Angelo_(Earth-121698),Juliette D'Angelo,Model,Female,,,1,2007.0,Earth-121698,,
Just A Rather Very Intelligent System,/wiki/Just_A_Rather_Very_Intelligent_System_(Earth-199999),Just A Rather Very Intelligent System  [1],,Agender,,,26,2008.0,Earth-199999,,3.0
Just A Really Very Intelligent System,/wiki/Just_A_Really_Very_Intelligent_System_(Earth-8096),Just A Really Very Intelligent System,Stark's personal A.I. butler,Agender,,,25,2010.0,Earth-8096,,
Justin Hammer,/wiki/Justin_Hammer_(Earth-199999),Justin Hammer,Prisoner; formerly CEO Hammer Industries,Male,,,7,2010.0,Earth-199999,,1.0
Kaecilius,/wiki/Kaecilius_(Earth-199999),Kaecilius,"Master of the Mystic Arts, Zealot",Male,,,4,2016.0,Earth-199999,,1.0
Kara Lynn Palamas,/wiki/Kara_Lynn_Palamas_(Earth-199999),Kara Lynn Palamas,Rogue espionage agent,Female,,,12,2014.0,Earth-199999,,
Karen Jenson,/wiki/Karen_Jenson_(Earth-26320),Karen Jenson,Doctor,Female,,,1,1998.0,Earth-26320,,1.0
Karen Page,/wiki/Karen_Page_(Earth-199999),Karen Page,"Reporter, former secretary",Female,,,26,2015.0,Earth-199999,,
Karen Page,/wiki/Karen_Page_(Earth-701306),Karen Page,Secretary,Female,,,2,2003.0,Earth-701306,,1.0
Karl Lykos,/wiki/Karl_Lykos_(Earth-10005),Karl Lykos,,Male,,,1,,Earth-10005,,1.0
Karl Lykos,/wiki/Karl_Lykos_(Earth-8096),Karl Lykos,,Male,,,1,,Earth-8096,,
Karl Mordo,/wiki/Karl_Mordo_(Earth-199999),Karl Mordo,Master of the Mystic Arts,Male,,,4,2016.0,Earth-199999,,1.0
Karla Faye Gideon,/wiki/Karla_Faye_Gideon_(Earth-199999),Karla Faye Gideon,Former nurse,Female,,,1,2015.0,Earth-199999,,
Karman-Kan,/wiki/Karman-Kan_(Earth-199999),Karman-Kan,,Female,,,1,2014.0,Earth-199999,,1.0
Karnilla,/wiki/Karnilla_(Earth-8096),Karnilla,"Queen of Nornheim, Sorceress",Female,,,1,2011.0,Earth-8096,,
Katherine Power,/wiki/Katherine_Power_(Earth-635972),Katherine Power,,Female,,,1,1991.0,Earth-635972,,1.0
Katherine Pryde,/wiki/Katherine_Pryde_(Earth-10005),Katherine Pryde,Student,Female,,,7,2000.0,Earth-10005,Illinois,3.0
Katherine Pryde,/wiki/Katherine_Pryde_(Earth-8096),"Katherine ""Kitty"" Pryde",Adventurer,Female,1.651,49.89512,21,,Earth-8096,,
Katherine Pryde,/wiki/Katherine_Pryde_(Earth-TRN414),Katherine Pryde,Teacher,Female,,,1,2014.0,Earth-TRN414,,1.0
Katherine Shane,/wiki/Katherine_Shane_(Earth-199999),Katherine Shane,,Female,,,1,2013.0,Earth-199999,,
Katherine Summers,/wiki/Katherine_Summers_(Earth-TRN414),Katherine Summers,,Female,,,1,2016.0,Earth-TRN414,,
Kathleen Sparr,/wiki/Kathleen_Sparr_(Earth-199999),Kathleen Sparr,Major in the  United States Army,Female,,,1,2008.0,Earth-199999,,1.0
Katya Belyakov,/wiki/Katya_Belyakov_(Earth-199999),Katya Belyakov,,Female,,,2,2015.0,Earth-199999,,
Kavita Rao,/wiki/Kavita_Rao_(Earth-10005),Kavita Rao,Scientist,Female,,,1,2006.0,Earth-10005,,
Kavita Rao,/wiki/Kavita_Rao_(Earth-8096),Kavita Rao,,Female,,,1,,Earth-8096,,
Kayla,/wiki/Kayla_(Earth-700029),Kayla,Student,Female,,,1,1996.0,Earth-700029,,1.0
Kayla Silverfox,/wiki/Kayla_Silverfox_(Earth-10005),Kayla Silverfox,Teacher,Female,,,2,2009.0,Earth-10005,,1.0
Kearson DeWitt,/wiki/Kearson_DeWitt_(Earth-199999),Kearson DeWitt,Engineer,Male,,,1,2010.0,Earth-199999,,
Kebo,/wiki/Kebo_(Earth-199999),Kebo (full name unknown),Hydra  operative,Male,,,6,2015.0,Earth-199999,,
Kelly Cooley,/wiki/Kelly_Cooley_(Earth-199999),Kelly Cooley,,Male,,,1,2016.0,Earth-199999,,
Keniuchio Harada,/wiki/Keniuchio_Harada_(Earth-10005),Keniuchio Harada,Ninja,Male,,,1,2013.0,Earth-10005,Japan,2.0
Keniuchio Harada,/wiki/Keniuchio_Harada_(Earth-8096),Kenuichio Harada,"Mafia Boss, crimelord",Male,,,1,2009.0,Earth-8096,Japan,
Kenneth Turgeon,/wiki/Kenneth_Turgeon_(Earth-199999),Kenneth Turgeon,,Male,,,3,2014.0,Earth-199999,,
Kevin MacTaggert,/wiki/Kevin_MacTaggert_(Earth-TRN414),Kevin MacTaggert,,Male,,,1,2016.0,Earth-TRN414,,
Kevin McTaggart,/wiki/Kevin_McTaggart_(Earth-10005),Kevin McTaggart,,Male,,,1,,Earth-10005,,1.0
Kevin Thompson,/wiki/Kevin_Thompson_(Earth-199999),Kevin Thompson,Criminal,Male,,,11,2015.0,Earth-199999,,
Kirigi,/wiki/Kirigi_(Earth-701306),Kirigi,Professional assassin,Male,,,2,2005.0,Earth-701306,,1.0
Kl'rt,/wiki/Kl'rt_(Earth-8096),Kl'rt,Warrior,Male,,,1,2012.0,Earth-8096,,
Kl'rt,/wiki/Kl'rt_(Earth-121698),Kl'rt,"Warrior, Soldier, Warlord, Agent of the  Skrull Empire",Male,,,1,,Earth-121698,Tarnax IV,
Klaus Voorhees,/wiki/Klaus_Voorhees_(Earth-199999),Klaus Voorhees,Criminal,Male,,,1,2014.0,Earth-199999,,
Klaus Voorhees,/wiki/Klaus_Voorhees_(Earth-8096),Klaus Voorhees,Criminal,Male,,,6,2010.0,Earth-8096,,
Kodiak Noatak,/wiki/Kodiak_Noatak_(Earth-8096),Kodiak Noatak,,Male,,,1,2009.0,Earth-8096,,
Korath,/wiki/Korath_(Earth-199999),Korath,Soldier,Male,,,2,2014.0,Earth-199999,,1.0
Korg,/wiki/Korg_(Earth-10022),Korg,Gladiator,Male,2.4638,0.907184,1,2010.0,Earth-10022,Ria,1.0
Kraglin Obfonteri,/wiki/Kraglin_Obfonteri_(Earth-199999),Kraglin Obfonteri,"Bounty hunter, outlaw",Male,,,1,2014.0,Earth-199999,,1.0
Krista Starr,/wiki/Krista_Starr_(Earth-26320),Krista Starr,,Female,,,12,2006.0,Earth-26320,,
Kristie Nord,/wiki/Kristie_Nord_(Earth-8096),Kristie Nord,Country girl,Female,,,2,2009.0,Earth-8096,,
Kurt,/wiki/Kurt_(Earth-199999),Kurt,Criminal hacker,Male,,,1,2015.0,Earth-199999,,1.0
Kurt Pastorius,/wiki/Kurt_Pastorius_(Earth-700029),Kurt Pastorius,Student,Male,,,1,1996.0,Earth-700029,,1.0
Kurt Wagner,/wiki/Kurt_Wagner_(Earth-10005),Kurt Wagner,Former circus star,Male,,,4,2003.0,Earth-10005,,1.0
Kurt Wagner,/wiki/Kurt_Wagner_(Earth-8096),Kurt Wagner,,Male,1.7526,75.749864,12,2009.0,Earth-8096,,
Kurt Wagner,/wiki/Kurt_Wagner_(Earth-TRN414),Kurt Wagner,Adventurer; one-time cage fighter,Male,,,1,2016.0,Earth-TRN414,,
Kyle Gibney,/wiki/Kyle_Gibney_(Earth-10005),Kyle Gibney,,Male,,,1,,Earth-10005,,1.0
Kyle Williams,/wiki/Kyle_Williams_(Earth-58460),Kyle Williams,County sheriff,Male,,,1,2005.0,Earth-58460,,1.0
La Magra,/wiki/La_Magra_(Earth-26320),La Magra,,Male,,,1,1998.0,Earth-26320,,1.0
Lancaster Sneed,/wiki/Lancaster_Sneed_(Earth-199999),Lancaster Sneed,"Professional Criminal, Mercenary",Male,,,1,2014.0,Earth-199999,,
Lance,/wiki/Lance_(Earth-700029),Lance (surname unknown),Student,Male,,,1,1996.0,Earth-700029,,1.0
Lance Hunter,/wiki/Lance_Hunter_(Earth-199999),Lance Hunter,Intelligence Agent,Male,,,35,2014.0,Earth-199999,,
Laufey,/wiki/Laufey_(Earth-199999),Laufey,King,Male,,,4,2011.0,Earth-199999,,1.0
Laura Barton,/wiki/Laura_Barton_(Earth-199999),Laura Barton,,Female,,,1,2015.0,Earth-199999,,
Laura Hayward,/wiki/Laura_Hayward_(Earth-199999),Laura Hayward,College student,Female,,,1,2013.0,Earth-199999,,
Laura Kinney,/wiki/Laura_Kinney_(Earth-10005),Laura Kinney,"Adventurer, Assassin",Female,,,1,2006.0,Earth-10005,,
Laura Kinney,/wiki/Laura_Kinney_(Earth-8096),Laura Kinney,Assassin,Female,,,2,2009.0,Earth-8096,,1.0
Laura Kinney,/wiki/Laura_Kinney_(Earth-TRN414),Laura,,Female,,,1,2017.0,Earth-TRN414,,1.0
Lavin Skee,/wiki/Lavin_Skee_(Earth-10022),Lavin Skee,Bodyguard,Male,,,1,2010.0,Earth-10022,Geot City,1.0
Laynia Petrovna,/wiki/Laynia_Petrovna_(Earth-8096),Laynia Petrovna,,Female,,,1,2007.0,Earth-8096,,
Leet Brannis,/wiki/Leet_Brannis_(Earth-199999),Leet Brannis,Former Leviathan operative,Male,,,4,2015.0,Earth-199999,,
Lei-Kung,/wiki/Lei-Kung_(Earth-199999),Lei-Kung,Warrior monk,Male,,,2,2017.0,Earth-199999,,
Leland Owlsley,/wiki/Leland_Owlsley_(Earth-199999),Leland Owlsley,Accountant; Wall Street Stock Trader,Male,,,9,2015.0,Earth-199999,,
Lenny Sirkes,/wiki/Lenny_Sirkes_(Earth-199999),Lenny Sirkes,Loan shark,Male,,,1,2015.0,Earth-199999,,
Leonard Samson,/wiki/Leonard_Samson_(Earth-8096),Leonard Samson,Psychiatrist,Male,,,8,2010.0,Earth-8096,,
Leonard Samson,/wiki/Leonard_Samson_(Earth-199999),Leonard Samson,Psychiatrist,Male,,,2,2008.0,Earth-199999,,1.0
Leopold Fitz,/wiki/Leopold_Fitz_(Earth-199999),Leopold James Fitz,Engineer of  S.H.I.E.L.D.,Male,1.7272,,88,2013.0,Earth-199999,,
Lewis Seaver,/wiki/Lewis_Seaver_(Earth-199999),Lewis Seaver,,Male,,,1,2014.0,Earth-199999,,
Lieutenant Perez,/wiki/Lieutenant_Perez_(Earth-199999),Perez (first name unrevealed),,Male,,,3,2016.0,Earth-199999,,
Lighthammer,/wiki/Lighthammer_(Earth-26320),,Assassin,Male,,,1,,Earth-26320,,
Lila Barton,/wiki/Lila_Barton_(Earth-199999),Lila Barton,,Female,,,1,2015.0,Earth-199999,,
Lila Cheney,/wiki/Lila_Cheney_(Earth-10005),Lila Cheney,,,,,1,,Earth-10005,,1.0
Lincoln Campbell,/wiki/Lincoln_Campbell_(Earth-199999),Lincoln Campbell,"S.H.I.E.L.D agent, formerly transitioner at  Afterlife , medical staff, med school student",Male,,,26,2015.0,Earth-199999,Cincinnati,
Linda Avery,/wiki/Linda_Avery_(Earth-199999),Linda Avery,Agent of SHIELD,Female,,,1,2014.0,Earth-199999,,
Linus Lieberman,/wiki/Linus_Lieberman_(Earth-TRN011),Linus Lieberman,Mercenary,Male,,,1,2008.0,Earth-TRN011,,1.0
Lisa Benson,/wiki/Lisa_Benson_(Earth-730911),Lisa Benson,,Female,,,1,1978.0,Earth-730911,,
Lisa Castle,/wiki/Lisa_Castle_(Earth-TRN011),Lisa Castle,,Female,,,1,,Earth-TRN011,,1.0
Livia Saint,/wiki/Livia_Saint_(Earth-58732),Livia Saint,,Female,,,4,2004.0,Earth-58732,,1.0
Lizard Man,/wiki/Lizard_Man_(Earth-10005),,,Male,,,1,2006.0,Earth-10005,,
Lloyd Rathman,/wiki/Lloyd_Rathman_(Earth-199999),Lloyd Rathman,,Male,,,1,2014.0,Earth-199999,,
Loki Laufeyson,/wiki/Loki_Laufeyson_(Earth-199999),Loki Laufeyson,"King of Asgard in disguise, God of Mischief, God of Lies, Sorcerer, Illegitimate Prince of Asgard",Male,1.8796,,16,2011.0,Earth-199999,,2.0
Loki Laufeyson,/wiki/Loki_Laufeyson_(Earth-8096),Loki Laufeyson,Sorcerer,Male,,,10,2009.0,Earth-8096,,1.0
